Word;--;Document;--;Sentence
moral;--;doc2.txt;--;And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.
opportunities;--;doc4.txt;--;What's worse - corruption can also provide opportunities for those who would harness the fear and hatred of others to their agenda and ambitions.
opportunities;--;doc3.txt;--;Will she see greater opportunities for every citizen of this country?
opportunities;--;doc2.txt;--;And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.
scandal;--;doc4.txt;--;This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.
scandal;--;doc3.txt;--;In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government.
cynics;--;doc1.txt;--;The cynics, and the lobbyists, and the special interests who've turned our government into a game only they can afford to play.
closed;--;doc6.txt;--;Five postal employees were killed and the Senate office buildings were closed for months.
closed;--;doc2.txt;--;When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed.
crisis;--;doc4.txt;--;Today, we're starting to see that the Kenyan people want more than a simple changing of the guard, more than piecemeal reforms to a crisis that's crippling their country.
crisis;--;doc1.txt;--;We can turn this crisis of global warming into a moment of opportunity for innovation, and job creation, and an incentive for businesses that will serve as a model for the world.
crisis;--;doc3.txt;--;The time for our party's identity crisis is over.
market;--;doc6.txt;--;We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.
market;--;doc3.txt;--;Yes, our greatness as a nation has depended on individual initiative, on a belief in the free market.
market;--;doc2.txt;--;It's a promise that says the market should reward drive and innovation and generate growth, but that businesses should live up to their responsibilities to create American jobs, look out for American workers, and play by the rules of the road.
standing;--;doc6.txt;--;I found him standing about fifteen feet away, all the way in the back of the room.
standing;--;doc3.txt;--;I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.
standing;--;doc5.txt;--;standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.
standing;--;doc2.txt;--;And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.
use;--;doc4.txt;--;So if the government found ways to downsize the bureaucracy - to cut out the positions that aren't necessary or useful - it could use the extra money to increase the salary of other government officials.
use;--;doc6.txt;--;While they are often difficult to use, they are easy to transport, hard to detect, and, as we saw in Kiev, not always well secured.
use;--;doc5.txt;--;if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.
use;--;doc2.txt;--;Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.
troops;--;doc1.txt;--;That's why I have a plan that will bring our combat troops home by March of 2008.
troops;--;doc6.txt;--;Besides the devastation they can cause to a civilian population, biological agents can also be effective in asymmetrical warfare against U.S. troops.
troops;--;doc3.txt;--;I've had enough of being told that we can't afford body armor for our troops and health care for our veterans and benefits for the wounded heroes who've risked their lives for this country.
troops;--;doc5.txt;--;The overwhelming presence of our troops, our intelligence, and our resources in Iraq has stretched our military to the breaking point and distracted us from the growing threats of a dangerous world.
troops;--;doc2.txt;--;As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.
working;--;doc1.txt;--;What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.
working;--;doc6.txt;--;It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not.
working;--;doc3.txt;--;The problem isn't that their philosophy isn't working the way it's supposed to - it's that it is.
working;--;doc5.txt;--;I am committed to working with this White House and any of my colleagues in the months to come to craft such a consensus.
working;--;doc2.txt;--;I will cut taxes - cut taxes - for 95% of all working families.
army;--;doc1.txt;--;Let's recruit a new army of teachers, and give them better pay and more support in exchange for more accountability.
army;--;doc5.txt;--;The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere.
army;--;doc2.txt;--;I'll recruit an army of new teachers, and pay them higher salaries and give them more support.
remains;--;doc4.txt;--;Among African nations, Kenya remains a model for representative democracy - a place where many different ethnic factions have found a way to live and work together in peace and stability.
remains;--;doc6.txt;--;Much of what President Kennedy described in 1963 remains true to this day - and we owe it to ourselves and our children to get it right.
remains;--;doc5.txt;--;And I believe that it remains possible to salvage an acceptable outcome to this long and misguided war.
objectives;--;doc5.txt;--;There is no reason to believe that more of the same will achieve these objectives in Iraq.
voters;--;doc3.txt;--;And she saw young people of every race and every creed take a bus down to Mississippi and Alabama to register voters because they believed.
voters;--;doc2.txt;--;Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.
visit;--;doc4.txt;--;But there are so many others, some of whom I'm meeting during my visit here - Betty Murungi, Ken Njau, Jane Onyango, Maina Kiai, Milly Odhiombo, and Hussein Khalid.
visit;--;doc6.txt;--;It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not.
visit;--;doc2.txt;--;I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.
two;--;doc1.txt;--;I moved to Illinois over two decades ago.
two;--;doc6.txt;--;On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders.
two;--;doc3.txt;--;At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.
two;--;doc5.txt;--;300,000 Iraqi security forces have supposedly been recruited and trained over the last two years, and yet American troop levels have not been reduced by a single soldier.
two;--;doc2.txt;--;When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed.
next;--;doc1.txt;--;I want to win that next battle - for better schools, and better jobs, and health care for all.
next;--;doc6.txt;--;Some weapons experts believe that terrorists are likely to find enough fissile material to build a bomb in the next ten years - and we can imagine with horror what the world will be like if they succeed.
next;--;doc5.txt;--;This must end in the next session of Congress, when we reassert our authority to oversee the management of this war.
next;--;doc2.txt;--;If John McCain wants to have a debate about who has the temperament, and judgment, to serve as the next Commander-in-Chief, that's a debate I'm ready to have.
fortune;--;doc3.txt;--;And I've had enough of being told that all we can do about this is sit and wait and hope that the good fortune of a few trickles on down to everyone else in this country.
fortune;--;doc2.txt;--;We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work.
live;--;doc4.txt;--;I know that while recent reports have pointed to strong economic growth in this country, 56% of Kenyans still live in poverty.
live;--;doc3.txt;--;And I've wondered - if she is lucky enough to live as long as 105-year-old Marguerite Lewis, if she someday has the chance to look back across the twenty-first century, what will she see?
live;--;doc2.txt;--;I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.
doubt;--;doc4.txt;--;There is no doubt that what Kenyans have accomplished with this independence is both impressive and inspiring.
doubt;--;doc6.txt;--;There is no doubt that there is a tough road ahead.
doubt;--;doc3.txt;--;Don't let anyone tell you we don't know what we stand for and don't doubt it yourselves.
doubt;--;doc2.txt;--;Now let there be no doubt.
call;--;doc1.txt;--;Today we are called once more - and it is time for our generation to answer that call.
call;--;doc3.txt;--;They'd call me "Alabama," or they'd call me "Yo Mama."
call;--;doc5.txt;--;By redeploying from Iraq to Afghanistan, we will answer NATO’s call for more troops and provide a much-needed boost to this critical fight against terrorism.
call;--;doc2.txt;--;And today, as my call for a time frame to remove our troops from Iraq has been echoed by the Iraqi government and even the Bush Administration, even after we learned that Iraq has a $79 billion surplus while we're wallowing in deficits, John McCain stands alone in his stubborn refusal to end a misguided war.
opposed;--;doc1.txt;--;Most of you know I opposed this war from the start.
opposed;--;doc2.txt;--;For while Senator McCain was turning his sights to Iraq just days after 9/11, I stood up and opposed this war, knowing that it would distract us from the real threats we face.
save;--;doc1.txt;--;Let's make it possible for hardworking Americans to save for retirement.
save;--;doc2.txt;--;Not with an economy to fix and cities to rebuild and farms to save.
taken;--;doc6.txt;--;Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship.
taken;--;doc3.txt;--;At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.
black;--;doc6.txt;--;We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.
black;--;doc3.txt;--;That she was born at a time for black folks when lynchings were not uncommon, but voting was.
syrians;--;doc5.txt;--;if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.
markets;--;doc4.txt;--;As a result, many African nations have been asked to liberalize their markets without reciprocal concessions from mature economies.
markets;--;doc5.txt;--;free markets, a free press, a strong civil society ?
tell;--;doc4.txt;--;Since that time I have known him through stories - those my mother would tell and those I heard from my relatives here in Kenya on my last trip to this country.
tell;--;doc3.txt;--;Don't let anyone tell you we don't know what we stand for and don't doubt it yourselves.
tell;--;doc5.txt;--;And it is not enough for the President to tell us that victory in this war is simply a matter of American resolve.
tell;--;doc2.txt;--;The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.
tell;--;doc1.txt;--;It was here, in Springfield, where I saw all that is America converge - farmers and teachers, businessmen and laborers, all of them with a story to tell, all of them seeking a seat at the table, all of them clamoring to be heard.
tell;--;doc6.txt;--;Today, experts tell us that we're in a race against time to prevent this scenario from unfolding.
today;--;doc4.txt;--;In today's Kenya - a Kenya already more open and less repressive than in my father's day - it is that courage that will bring the reform so many of you so desperately want and deserve.
today;--;doc3.txt;--;And I think that we face one of those moments today.
today;--;doc5.txt;--;I spoke here a year ago and delivered a message about Iraq that was similar to the one I did today.
today;--;doc2.txt;--;And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.
today;--;doc1.txt;--;Together, starting today, let us finish the work that needs to be done, and usher in a new birth of freedom on this Earth.
today;--;doc6.txt;--;And so the question we need to be asking ourselves today is, what is the future of this program?
secured;--;doc6.txt;--;While they are often difficult to use, they are easy to transport, hard to detect, and, as we saw in Kiev, not always well secured.
secured;--;doc5.txt;--;They have battled insurgents, secured cities, and maintained some semblance of order in Iraq.
bureaucracy;--;doc4.txt;--;Of course, the best way to reduce bureaucracy and increase pay is to create more private sector jobs.
bureaucracy;--;doc1.txt;--;We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy.
bureaucracy;--;doc2.txt;--;But I will also go through the federal budget, line by line, eliminating programs that no longer work and making the ones we do need work better and cost less - because we cannot meet twenty-first century challenges with a twentieth century bureaucracy.
sons;--;doc5.txt;--;They have seen their sons and daughters killed or wounded in the streets of Fallujah.
sons;--;doc2.txt;--;And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.
sharing;--;doc1.txt;--;And as our economy changes, let's be the generation that ensures our nation's workers are sharing in our prosperity.
coffins;--;doc3.txt;--;That if you say the words "plan for victory" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base.
coffins;--;doc5.txt;--;There have been too many flag-draped coffins, and there have been too many heartbroken families.
infrastructure;--;doc4.txt;--;It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health.
infrastructure;--;doc5.txt;--;As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.
afford;--;doc1.txt;--;Every single person willing to work should be able to get job training that leads to a job, and earn a living wage that can pay the bills, and afford child care so their kids have a safe place to go when they work.
afford;--;doc3.txt;--;The party that won't just throw a few tax breaks at families who can't afford their insurance, but modernizes our health care system and gives every family a chance to buy insurance at a price they can afford.
afford;--;doc5.txt;--;According to a Pew survey, 42% of Americans now agree with the statement that the U.S. should "mind its own business internationally and let other countries get along the best they can on their own.”We cannot afford to be a country of isolationists right now.
afford;--;doc2.txt;--;And we will keep our promise to every young American - if you commit to serving your community or your country, we will make sure you can afford a college education.
share;--;doc4.txt;--;I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime.
acceptable;--;doc5.txt;--;And I believe that it remains possible to salvage an acceptable outcome to this long and misguided war.
israel;--;doc5.txt;--;if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.
israel;--;doc2.txt;--;You don't protect Israel and deter Iran just by talking tough in Washington.
hurt;--;doc4.txt;--;Third, Kenya is hurt from factors unique to Africa's geography and place in the world -- disease, distance from viable markets and especially terms of trade.
hurt;--;doc2.txt;--;It should help us, not hurt us.
folks;--;doc3.txt;--;I don't think this administration is full of stupid people - I think there are a lot of smart folks in there.
train;--;doc4.txt;--;When we went upcountry, we traveled by train and matatu, with chickens and collard greens and sometimes babies placed in my lap.
train;--;doc5.txt;--;The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ?
train;--;doc2.txt;--;I am grateful to finish this journey with one of the finest statesmen of our time, a man at ease with everyone from world leaders to the conductors on the Amtrak train he still takes home every night.
everywhere;--;doc3.txt;--;Americans everywhere are desperate for leadership.
investigation;--;doc4.txt;--;This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.
known;--;doc4.txt;--;Since that time I have known him through stories - those my mother would tell and those I heard from my relatives here in Kenya on my last trip to this country.
known;--;doc6.txt;--;At its height in the late 1980's, this program stockpiled of some of the most dangerous agents known to man - plague, smallpox, and anthrax - to name just a few.
known;--;doc3.txt;--;How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.
allies;--;doc5.txt;--;But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions.
hold;--;doc1.txt;--;Not just to hold an office, but to gather with you to transform a nation.
hold;--;doc5.txt;--;For only through this phased redeployment can we send a clear message to the Iraqi factions that the U.S. is not going to hold together this country indefinitely ?
hold;--;doc2.txt;--;Let us keep that promise - that American promise - and in the words of Scripture hold firmly, without wavering, to the hope that we confess.
effort;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
effort;--;doc6.txt;--;One way we could strengthen this relationship is by thinking about the Russians as more of a partner and less of a subordinate in the Cooperative Threat Reduction effort.
effort;--;doc5.txt;--;They have spent hundreds of billions of their hard-earned dollars on this effort ?
effort;--;doc2.txt;--;This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.
women;--;doc4.txt;--;This is the Kenya that so many who came before you envisioned - all those men and women who struggled and sacrificed and fought for the freedom you enjoy today.
women;--;doc1.txt;--;Finally, there is one other thing that is not too late to get right about this war - and that is the homecoming of the men and women - our veterans - who have sacrificed the most.
women;--;doc3.txt;--;But in our past there has been another term for it - Social Darwinism - every man or women for him or herself.
women;--;doc2.txt;--;The men and women who gathered there could've heard many things.
town;--;doc6.txt;--;This is a city of two and a half million, and in a non-descript building right in the middle of town stood this facility that once operated on the fringes of the Soviet biological weapons program.
town;--;doc3.txt;--;It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.
high;--;doc4.txt;--;The Kenyan people are crying out for real change, and whether one voted orange or banana in last year's referendum, the message that many Kenyans seemed to be sending was one of dissatisfaction with the pace of reform, and real frustration with continued tolerance of corruption at high levels.
high;--;doc1.txt;--;Let's set high standards for our schools and give them the resources they need to succeed.
high;--;doc3.txt;--;At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.
high;--;doc5.txt;--;Sectarian violence has reached an all-time high, and 365,000 Iraqis have fled their homes since the bombing of a Shia mosque in Samarra last February.
high;--;doc2.txt;--;The times are too serious, the stakes are too high for this same partisan playbook.
keeping;--;doc2.txt;--;The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.
anything;--;doc3.txt;--;These are Americans who still believe in an America where anything's possible - they just don't think their leaders do.
anything;--;doc2.txt;--;The truth is, on issue after issue that would make a difference in your lives - on health care and education and the economy - Senator McCain has been anything but independent.
rights;--;doc1.txt;--;I became a civil rights lawyer, and taught constitutional law, and after a time, I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate.
rights;--;doc3.txt;--;And at last - at last - she saw the passage of the Civil Rights Act and the Voting Rights Act.
pursue;--;doc2.txt;--;These are the policies I will pursue.
science;--;doc6.txt;--;In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose.
science;--;doc2.txt;--;Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology.
work;--;doc4.txt;--;And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.
work;--;doc3.txt;--;It doesn't work.
work;--;doc5.txt;--;We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.
work;--;doc2.txt;--;Not with so much work to be done.
work;--;doc1.txt;--;Together, starting today, let us finish the work that needs to be done, and usher in a new birth of freedom on this Earth.
work;--;doc6.txt;--;And we need to work together to obtain a bilateral agreement on biological threat reduction.
coalition;--;doc4.txt;--;This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.
remain;--;doc5.txt;--;We know these countries want us to fail, and we should remain steadfast in our opposition to their support of terrorism and Iran’s nuclear ambitions.
values;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
values;--;doc2.txt;--;They claim that our insistence on something larger, something firmer and more honest in our public life is just a Trojan Horse for higher taxes and the abandonment of traditional values.
achieve;--;doc6.txt;--;And the Kiev story is heading in the right direction - while we were in Ukraine, Dick, through his tireless and personal intervention, was able to achieve a breakthrough with that government, bringing that facility and others under the Cooperative Threat Reduction program.
achieve;--;doc5.txt;--;And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either.
achieve;--;doc2.txt;--;Four years ago, I stood before you and told you my story - of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to.
servants;--;doc4.txt;--;As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction.
believed;--;doc3.txt;--;She believed that we don't have to settle for equality for some or opportunity for the lucky or freedom for the few.
believed;--;doc5.txt;--;But I have long believed it has also been a failure of conception ?
making;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
making;--;doc1.txt;--;All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country.
making;--;doc6.txt;--;By destroying these inventories, this is one place we could be making more of a difference.
making;--;doc5.txt;--;Prime Minister Maliki is not making our job easier.
making;--;doc2.txt;--;But I will also go through the federal budget, line by line, eliminating programs that no longer work and making the ones we do need work better and cost less - because we cannot meet twenty-first century challenges with a twentieth century bureaucracy.
closing;--;doc6.txt;--;The Department of Energy and others have certainly made progress in converting civilian reactors to low-enriched uranium, taking back spent fuel, and closing unnecessary facilities.
closing;--;doc2.txt;--;Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow.
root;--;doc5.txt;--;Our troops can help suppress the violence, but they cannot solve its root causes.
history;--;doc4.txt;--;My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections.
history;--;doc3.txt;--;Our time to make a mark on history.
history;--;doc5.txt;--;But instead of effectively targeting this aid, we have seen some of the largest waste, fraud, and abuse of foreign aid in American history.
history;--;doc2.txt;--;You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.
control;--;doc1.txt;--;We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy.
control;--;doc6.txt;--;In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose.
control;--;doc5.txt;--;The President’s decision to go to war in Iraq has had disastrous consequences for Afghanistan -- we have seen a fierce Taliban offensive, a spike in terrorist attacks, and a narcotrafficking problem spiral out of control.
heart;--;doc4.txt;--;Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.
heart;--;doc1.txt;--;It's time to admit that no amount of American lives can resolve the political disagreement that lies at the heart of someone else's civil war.
heart;--;doc3.txt;--;She believed in this idea with all her heart and she saw this progress around her and she had faith that someday it would be her turn.
heart;--;doc5.txt;--;Month after month, and then year after year, I’ve watched with a heavy heart as my deepest suspicions about this war’s conception have been confirmed and exacerbated in its disastrous implementation.
iranians;--;doc5.txt;--;if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.
violence;--;doc1.txt;--;I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.
violence;--;doc5.txt;--;But neither Iran nor Syria want to see a security vacuum in Iraq filled with chaos, terrorism, refugees, and violence, as it could have a destabilizing effect throughout the entire region ?
medical;--;doc6.txt;--;Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures.
medical;--;doc3.txt;--;I've had enough of the closed-door deals that give billions to the HMOs when we're told that we can't do a thing for the 45 million uninsured or the millions more who can't pay their medical bills.
give;--;doc1.txt;--;Let's recruit a new army of teachers, and give them better pay and more support in exchange for more accountability.
give;--;doc3.txt;--;I've had enough of the closed-door deals that give billions to the HMOs when we're told that we can't do a thing for the 45 million uninsured or the millions more who can't pay their medical bills.
give;--;doc5.txt;--;It is time to give Iraqis their country back.
give;--;doc2.txt;--;I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.
we’re;--;doc5.txt;--;The National Intelligence Estimate, which details how we’re creating more terrorists in Iraq than we’re defeating, is the most obvious example of how the war is hurting our efforts in the larger battle against terrorism.
tax;--;doc1.txt;--;That's why we made the tax system more fair and just for working families, and that's why we passed ethics reforms that the cynics said could never, ever be passed.
tax;--;doc3.txt;--;The party that won't just throw a few tax breaks at families who can't afford their insurance, but modernizes our health care system and gives every family a chance to buy insurance at a price they can afford.
tax;--;doc2.txt;--;Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow.
accept;--;doc1.txt;--;Each of us, in our own lives, will have to accept responsibility - for instilling an ethic of achievement in our children, for adapting to a more competitive economy, for strengthening our communities, and sharing some measure of sacrifice.
accept;--;doc5.txt;--;I refuse to accept the possibility that I will have to come back a year from now and say the same thing.
accept;--;doc2.txt;--;To Chairman Dean and my great friend Dick Durbin; and to all my fellow citizens of this great nation;With profound gratitude and great humility, I accept your nomination for the presidency of the United States.
dependence;--;doc1.txt;--;All of us know what those challenges are today - a war with no end, a dependence on oil that threatens our future, schools where too many children aren't learning, and families struggling paycheck to paycheck despite working as hard as they can.
dependence;--;doc3.txt;--;The party that will harness homegrown, alternative fuels and spur the production of fuel-efficient, hybrid cars to break our dependence on the world's most dangerous regimes.
dependence;--;doc2.txt;--;And for the sake of our economy, our security, and the future of our planet, I will set a clear goal as President: in ten years, we will finally end our dependence on oil from the Middle East.
states;--;doc4.txt;--;As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.
states;--;doc3.txt;--;But whenever I get in that mood, I think about something that happened to me on the eve of my election to the United States Senate.
states;--;doc5.txt;--;We would make clear in such a scenario that the United States would not be maintaining permanent military bases in Iraq, but would do what was necessary to help prevent a total collapse of the Iraqi state and further polarization of Iraqi society.
states;--;doc2.txt;--;Thank you, and God Bless the United States of America.
states;--;doc1.txt;--;And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States.
states;--;doc6.txt;--;First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States.
heard;--;doc4.txt;--;Since that time I have known him through stories - those my mother would tell and those I heard from my relatives here in Kenya on my last trip to this country.
heard;--;doc1.txt;--;As Lincoln organized the forces arrayed against slavery, he was heard to say: "Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."
heard;--;doc6.txt;--;We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.
heard;--;doc2.txt;--;But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.
something;--;doc6.txt;--;Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip.
something;--;doc3.txt;--;I hoped for something else.
something;--;doc2.txt;--;But I stand before you tonight because all across America something is stirring.
want;--;doc4.txt;--;I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.
want;--;doc3.txt;--;When asked what was wrong, she said, "I don't want to take hairdressing.
want;--;doc5.txt;--;especially freedom from want and freedom from fear ?
want;--;doc2.txt;--;And now is the time to keep the promise of equal pay for an equal day's work, because I want my daughters to have exactly the same opportunities as your sons.
want;--;doc1.txt;--;I want us to take up the unfinished business of perfecting our union, and building a better America.
want;--;doc6.txt;--;Right now, there are forces within the former Soviet Union and elsewhere that want these non-proliferation programs to stop.
sense;--;doc4.txt;--;To begin with, I discovered the warmth and sense of community that the people of Kenya possess - their sense of hopefulness even in the face of great difficulty.
